,fips,county,state,CPT_grocery_stores_2014,CPT_supercenters_2014,CPT_convenience_stores_2014,CPT_specialized_stores_2014,CPT_snap_authorized_stores_2012,CPT_wic_authorized_stores_2012
1528,29091,Howell,MO,0.248923406,0.0248923,0.622308516,0.074677022,1.3393553045033515,0.1722907
1529,29093,Iron,MO,0.38959774,0.0,0.779195481,0.0,1.2531328320802004,0.3855793
1530,29095,Jackson,MO,0.161009147,0.0190284,0.401059147,0.0541576,0.7118143466144654,0.0856244
1531,29097,Jasper,MO,0.076567724,0.0425376,0.578511694,0.068060199,0.9413663259817108,0.1127904
1532,29099,Jefferson,MO,0.089800463,0.0179601,0.377161946,0.0179601,0.535097717774175,0.0817405
1533,29101,Johnson,MO,0.07358081,0.0183952,0.423089658,0.0551856,0.5622246324858601,0.1103002
1534,29103,Knox,MO,0.25,0.0,0.5,0.0,0.9799118079372857,0.244978
1535,29105,Laclede,MO,0.141087502,0.0282175,0.620785011,0.056435,0.7576399280947945,0.1129401
1536,29107,Lafayette,MO,0.275330396,0.0,0.581253059,0.0305923,0.7330713422007256,0.1813785
1537,29109,Lawrence,MO,0.184099098,0.0262999,0.710096521,0.0,0.7820556147693695,0.1559779
1538,29111,Lewis,MO,0.19727757,0.0,0.789110278,0.0,0.9828975820719481,0.1965795
1539,29113,Lincoln,MO,0.110601117,0.0184335,0.442404468,0.0553006,0.5482250627881696,0.0749709
1540,29115,Linn,MO,0.24368451,0.08122817,0.812281699,0.0,0.9612303748798462,0.2403076
1541,29117,Livingston,MO,0.199295821,0.06643194,0.465023583,0.06643194,0.9698299749506772,0.1995079
1542,29119,McDonald,MO,0.307017544,0.131578947,0.570175439,0.0438596,0.9325639680596841,0.2185697
1543,29121,Macon,MO,0.258414626,0.0,0.646036566,0.064603657,0.8989918448596931,0.1926411
1544,29123,Madison,MO,0.161707633,0.080853816,0.565976714,0.0,0.6560625535561267,0.1606684
1545,29125,Maries,MO,0.332852546,0.0,0.665705093,0.0,0.6101619702684713,0.2218771
1546,29127,Marion,MO,0.20746888,0.0345781,0.933609959,0.0345781,0.9537890647648867,0.2435206
1547,29129,Mercer,MO,0.537778973,0.0,1.075557946,0.0,1.6090104585679808,0.2681684
1548,29131,Miller,MO,0.278429657,0.0,0.875064635,0.0397757,0.9670790184147963,0.1208849
1549,29133,Mississippi,MO,0.351320967,0.0,0.491849354,0.070264193,1.250989154214961,0.2792906
1550,29135,Moniteau,MO,0.189202825,0.0,0.504540868,0.0,0.592,0.192
1551,29137,Monroe,MO,0.229700241,0.0,1.033651085,0.114850121,0.8043203493048374,0.1149029
1552,29139,Montgomery,MO,0.25335698,0.0,0.675618613,0.0,1.0003334444814937,0.1667222
1553,29141,Morgan,MO,0.395256917,0.0494071,0.889328063,0.0494071,1.1681662275687228,0.248546
1554,29143,New Madrid,MO,0.273642732,0.0547285,0.711471103,0.0547285,1.2530650512043848,0.2704457
1555,29145,Newton,MO,0.102392573,0.0170654,0.614355439,0.0511963,0.7364268905855863,0.0846468
1556,29147,Nodaway,MO,0.0433257,0.0433257,0.346605433,0.0433257,0.4910542721721679,0.0854007
1557,29149,Oregon,MO,0.274951883,0.0,0.916506278,0.0,0.9926949774180839,0.2728017
1558,29151,Osage,MO,0.218930161,0.0,0.656790484,0.0,0.6133641218068985,0.0721605
1559,29153,Ozark,MO,0.210703751,0.0,0.842815002,0.0,1.1196750338506405,0.1041558
1560,29155,Pemiscot,MO,0.283286119,0.0,0.736543909,0.113314448,1.2929527175013342,0.2208602
1561,29157,Perry,MO,0.156233726,0.0520779,0.781168628,0.0520779,0.6616538717706032,0.1577453
1562,29159,Pettis,MO,0.142095915,0.0236827,0.521018354,0.0236827,0.8112983136022432,0.1181502
1563,29161,Phelps,MO,0.178384284,0.022298,0.535152853,0.0445961,0.7446595683197368,0.0889146
1564,29163,Pike,MO,0.107869047,0.0539345,0.593279758,0.0,0.7855283239069936,0.1615944
1565,29165,Platte,MO,0.105498586,0.0105499,0.263746466,0.0316496,0.4218538394130981,0.0869055
1566,29167,Polk,MO,0.096605912,0.032202,0.386423649,0.0,0.8758637736295151,0.0967211
1567,29169,Pulaski,MO,0.093569878,0.018714,0.411707463,0.018714,0.5132152938157557,0.112657
1568,29171,Putnam,MO,0.414164423,0.0,0.621246635,0.0,0.861894139119854,0.4055972
1569,29173,Ralls,MO,0.195026816,0.0,0.780107265,0.0,0.5838279653595407,0.1946093
1570,29175,Randolph,MO,0.119655392,0.0398851,0.438736439,0.0,0.8784050532964864,0.1184366
1571,29177,Ray,MO,0.0435749,0.0435749,0.566473485,0.0435749,0.5202913631633714,0.1300728
1572,29179,Reynolds,MO,0.304645849,0.0,1.066260472,0.0,1.0124493775311234,0.1499925
1573,29181,Ripley,MO,0.214761257,0.0,0.644283771,0.0,0.9440011399259048,0.1424907
1574,29183,St. Charles,MO,0.121214357,0.0184457,0.268779661,0.055337,0.4308326054839159,0.0759495
1575,29185,St. Clair,MO,0.317225336,0.0,0.951676007,0.105741779,1.363380479909929,0.4222082
1576,29186,Ste. Genevieve,MO,0.167466786,0.0,0.502400357,0.111644524,0.5214205186020293,0.0563698
1577,29187,St. Francois,MO,0.212249848,0.0303214,0.485142511,0.0303214,0.8280615521539714,0.1365353
1578,29189,St. Louis,MO,0.177666697,0.0169682,0.311415784,0.069868926,0.560754389577365,0.0809645
1579,29195,Saline,MO,0.256992333,0.0428321,0.813809055,0.0428321,0.7283945327563306,0.1713869
1580,29197,Schuyler,MO,0.0,0.0,0.915331808,0.228832952,1.3920671243325706,0.0
1581,29199,Scotland,MO,0.411268764,0.0,0.411268764,0.0,1.6403526758253024,0.2050441
1582,29201,Scott,MO,0.282754543,0.0,0.616919004,0.025705,0.7814030336322679,0.2043997
1583,29203,Shannon,MO,0.240124865,0.0,0.720374595,0.0,0.8415484491464295,0.2404424
1584,29205,Shelby,MO,0.327439424,0.0,0.818598559,0.163719712,1.0961394503261683,0.3208213
1585,29207,Stoddard,MO,0.234372384,0.0334818,0.703117153,0.0,0.771941600939755,0.2685014
1586,29209,Stone,MO,0.160751029,0.0321502,0.643004115,0.0321502,0.7629033620544011,0.1267106
1587,29211,Sullivan,MO,0.467945718,0.0,0.77990953,0.0,0.7765556573989205,0.3055301
1588,29213,Taney,MO,0.184399779,0.01844,0.645399226,0.129079845,0.906412871062769,0.188836
1589,29215,Texas,MO,0.233991108,0.0389985,0.506980735,0.0,0.8039519566059667,0.232468
1590,29217,Vernon,MO,0.0476168,0.0476168,0.571401362,0.09523356,0.5301715828031617,0.1445923
1591,29219,Warren,MO,0.180434848,0.0300725,0.270652272,0.090217424,0.4808719811925625,0.1221262
1592,29221,Washington,MO,0.079754357,0.0398772,0.677912031,0.079754357,1.0028558145712958,0.1593943
1593,29223,Wayne,MO,0.297353553,0.0,0.669045495,0.0,1.3866089638362435,0.2238472
1594,29225,Webster,MO,0.135545435,0.0271091,0.515072652,0.0,0.7954847642889239,0.1375478
1595,29227,Worth,MO,0.482392668,0.0,0.482392668,0.0,1.4430014430014428,0.4810005
1596,29229,Wright,MO,0.273358482,0.0546717,0.546716965,0.0546717,1.136221303702113,0.2683987
1597,29510,St. Louis,MO,0.343394693,0.0,0.415854123,0.078760251,1.0521038934915705,0.0597161
1598,30001,Beaverhead,MT,0.321027287,0.0,0.535045479,0.0,0.7846494043797704,0.2139953
1599,30003,Big Horn,MT,0.301159464,0.0,1.054058124,0.0,0.7273562514355716,0.3062553
1600,30005,Blaine,MT,0.604320894,0.0,0.604320894,0.0,0.8978003890468352,0.5985336
1601,30007,Broadwater,MT,0.176460208,0.0,0.352920416,0.0,0.5211952744961779,0.1737318
1602,30009,Carbon,MT,0.38465237,0.0,0.38465237,0.192326185,0.6336196965208518,0.2962378
1603,30011,Carter,MT,0.855431993,0.0,0.855431993,0.0,0.8496176720475785,0.8496177
1604,30013,Cascade,MT,0.145730108,0.0242884,0.352181094,0.109297581,0.6260987318951416,0.134601
1605,30015,Chouteau,MT,0.33932813,0.0,0.508992195,0.0,0.508130081300813,0.6775068
1606,30017,Custer,MT,0.248097916,0.082699305,0.330797221,0.082699305,0.6729475100942126,0.2523553
1607,30019,Daniels,MT,1.115448968,0.0,0.557724484,0.0,1.1198208286674132,1.119821
1608,30021,Dawson,MT,0.210128178,0.0,0.420256356,0.0,0.7568385771434749,0.2162396
1609,30023,Deer Lodge,MT,0.327868852,0.0,0.546448087,0.0,0.7767060438567971,0.3251328
1610,30025,Fallon,MT,0.321750322,0.0,0.643500644,0.0,0.49603174603174605,0.3306879
1611,30027,Fergus,MT,0.611781157,0.0,0.262191924,0.087397308,0.779769712869844,0.0874508
1612,30029,Flathead,MT,0.168555897,0.0210695,0.379250769,0.094812692,0.6702461631362792,0.1527834
1613,30031,Gallatin,MT,0.1952563,0.0205533,0.380235952,0.071936531,0.5047832941024035,0.1511651
1614,30033,Garfield,MT,0.76394194,0.0,0.76394194,0.0,0.7930214115781127,0.7930214
1615,30035,Glacier,MT,0.292056075,0.0,0.438084112,0.146028037,0.8691318406145916,0.2188024
1616,30037,Golden Valley,MT,0.0,0.0,1.17370892,0.0,1.1918951132300357,0.0
1617,30039,Granite,MT,0.934870676,0.0,0.311623559,0.311623559,0.777313176798542,0.3216468
1618,30041,Hill,MT,0.120510966,0.0602555,0.602554832,0.0602555,0.9114424212798892,0.1833069
1619,30043,Jefferson,MT,0.259560478,0.0,0.346080637,0.0,0.3508464169809666,0.1754232
1620,30045,Judith Basin,MT,1.004520342,0.0,0.0,0.0,0.9881422924901185,0.4940712
1621,30047,Lake,MT,0.274923537,0.0,0.584212516,0.068730884,0.7791117551001633,0.2759953
1622,30049,Lewis and Clark,MT,0.151846453,0.0303693,0.318877551,0.0607386,0.6383973528988633,0.1387262
1623,30051,Liberty,MT,0.847816872,0.0,0.423908436,0.0,0.48773690078037907,0.4180602
1624,30053,Lincoln,MT,0.418300654,0.0,0.418300654,0.0,0.9961862740068066,0.3078344
1625,30055,McCone,MT,0.590318772,0.0,0.590318772,0.0,0.5878894767783657,0.5878895
1626,30057,Madison,MT,0.383631714,0.0,0.639386189,0.383631714,0.7220138799086168,0.3879478
1627,30059,Meagher,MT,1.079330815,0.0,0.539665407,0.539665407,1.5592515592515592,1.039501
1628,30061,Mineral,MT,0.704721635,0.0,0.939628847,0.0,1.67986561075114,0.2399808
1629,30063,Missoula,MT,0.186361861,0.0266231,0.319477477,0.097618118,0.6164941083888253,0.1261523
1630,30065,Musselshell,MT,0.435824798,0.0,0.435824798,0.217912399,0.4287245444801715,0.4287246
1631,30067,Park,MT,0.251889169,0.0,0.629722922,0.125944584,0.7708614376565812,0.1284769
1632,30069,Petroleum,MT,2.06185567,0.0,0.0,0.0,1.9569471624266144,1.956947
1633,30071,Phillips,MT,0.477099237,0.0,0.715648855,0.0,0.9689922480620154,0.7267442
1634,30073,Pondera,MT,0.321595112,0.0,0.482392668,0.160797556,0.8786158421194916,0.486618
1635,30075,Powder River,MT,0.560852496,0.0,0.560852496,0.0,0.5672149744753262,0.567215
1636,30077,Powell,MT,0.289477493,0.0,0.289477493,0.0,0.8220593761743706,0.2818489
1637,30079,Prairie,MT,0.871080139,0.0,0.871080139,0.0,0.8643042350907519,0.8643043
1638,30081,Ravalli,MT,0.292468925,0.0,0.341213746,0.073117231,0.5252316353579372,0.1969619
1639,30083,Richland,MT,0.259156876,0.0,0.345542502,0.086385625,0.4779525131051496,0.5550416
1640,30085,Roosevelt,MT,0.44122838,0.0,0.529474056,0.0,1.1439553399835272,0.3660657
1641,30087,Rosebud,MT,0.643362642,0.0,0.321681321,0.0,0.9578544061302681,0.5321413
1642,30089,Sanders,MT,0.967969025,0.0,0.703977473,0.0,1.7458508648901359,0.4382889
1643,30091,Sheridan,MT,0.541125541,0.0,0.541125541,0.0,0.9543761638733707,0.2793296
1644,30093,Silver Bow,MT,0.201845444,0.0288351,0.461361015,0.115340254,0.8865505915181817,0.1744034
1645,30095,Stillwater,MT,0.430570506,0.0,0.538213132,0.0,0.5437737901033171,0.2175095
1646,30097,Sweet Grass,MT,0.272851296,0.0,0.818553888,0.0,0.5547850208044383,0.2773925
1647,30099,Teton,MT,0.329815303,0.0,0.659630607,0.0,0.46808744974943556,0.3304147
1648,30101,Toole,MT,0.388349515,0.0,0.194174757,0.0,0.8939974457215836,0.3831418
1649,30103,Treasure,MT,0.0,0.0,0.0,0.0,0.0,0.0
1650,30105,Valley,MT,0.392670157,0.0,0.392670157,0.0,0.7328447701532312,0.266489
1651,30107,Wheatland,MT,0.951474786,0.0,0.475737393,0.0,0.594106463878327,0.4752851
1652,30109,Wibaux,MT,0.89206066,0.0,1.78412132,0.0,0.946073793755913,0.9460738
1653,30111,Yellowstone,MT,0.115655962,0.0321267,0.321266561,0.1028053,0.611768785416749,0.0921768
1654,31001,Adams,NE,0.158947134,0.0317894,0.508630829,0.0317894,0.4688642359897009,0.1907244
1655,31003,Antelope,NE,0.781494217,0.0,0.93779306,0.0,0.9167303284950344,0.6111535
1656,31005,Arthur,NE,2.207505519,0.0,0.0,0.0,0.0,0.0
1657,31007,Banner,NE,0.0,0.0,0.0,0.0,0.0,0.0
1658,31009,Blaine,NE,0.0,0.0,0.0,0.0,0.0,0.0
1659,31011,Boone,NE,0.747244536,0.0,0.747244536,0.0,1.2922281705741185,0.9230201
1660,31013,Box Butte,NE,0.352733686,0.0,0.617283951,0.0,0.5669936084356867,0.2650879
1661,31015,Boyd,NE,0.983767831,0.0,0.491883915,0.0,1.4605647517039924,1.460565
1662,31017,Brown,NE,1.020061204,0.0,1.700102006,0.0,1.874517587385599,0.9923916
1663,31019,Buffalo,NE,0.207365627,0.0207366,0.559887193,0.0622097,0.4810764876500291,0.2106904
1664,31021,Burt,NE,0.304275065,0.0,0.760687662,0.0,0.9886369324723433,0.6006908
1665,31023,Butler,NE,0.242453631,0.0,0.727360892,0.121226815,0.37170986538075146,0.2411091
1666,31025,Cass,NE,0.19589406,0.0,0.430966933,0.0391788,0.3879361795249274,0.1591533
1667,31027,Cedar,NE,0.464576074,0.0,0.81300813,0.116144019,0.5907462459028888,0.4573519
1668,31029,Chase,NE,0.754147813,0.0,0.502765209,0.0,1.2303149606299213,0.738189
1669,31031,Cherry,NE,0.520652551,0.0,1.041305102,0.0,1.0331179791630287,0.349223
1670,31033,Cheyenne,NE,0.295624754,0.098541585,0.689791092,0.0,0.49662296384584825,0.2979738
1671,31035,Clay,NE,0.791765637,0.0,0.316706255,0.0,0.7799095304944627,0.7799096
1672,31037,Colfax,NE,0.571210967,0.0,0.476009139,0.190403656,0.750962170280672,0.1877405
1673,31039,Cuming,NE,0.332336324,0.0,0.664672649,0.110778775,0.8634626690182248,0.4409171
1674,31041,Custer,NE,0.559284116,0.0,0.932140194,0.093214019,0.9931719428926133,0.6517691
1675,31043,Dakota,NE,0.335731415,0.0479616,0.383693046,0.0479616,0.7250533830512796,0.1434172
1676,31045,Dawes,NE,0.331785003,0.110595001,0.442380004,0.0,0.4370629370629371,0.3277972
1677,31047,Dawson,NE,0.166002656,0.0415007,0.747011952,0.0,0.7810349573355353,0.206441
1678,31049,Deuel,NE,1.030927835,0.0,1.030927835,0.0,1.0141987829614605,1.014199
1679,31051,Dixon,NE,0.345901072,0.0,0.518851608,0.0,0.4224400135180804,0.337952
1680,31053,Dodge,NE,0.190507294,0.0272153,0.571521881,0.081645983,0.6039476212699372,0.2470695
1681,31055,Douglas,NE,0.163830618,0.0202487,0.272437431,0.068109358,0.45128137558468956,0.1656424
1682,31057,Dundy,NE,0.0,0.0,0.0,0.0,0.4948045522018803,0.4948046
1683,31059,Fillmore,NE,0.529941706,0.0,1.059883413,0.176647235,1.386241552590539,0.5198406
1684,31061,Franklin,NE,0.650195059,0.0,0.975292588,0.0,0.9410288582183186,0.6273526
1685,31063,Frontier,NE,1.478743068,0.0,0.369685767,0.0,0.7296607077708865,0.7296607
1686,31065,Furnas,NE,0.818330606,0.0,0.613747954,0.0,0.8151620134501733,0.6113715
1687,31067,Gage,NE,0.230808291,0.0461617,0.461616581,0.092323316,0.703170381240637,0.2751536
1688,31069,Garden,NE,1.046572475,0.0,1.046572475,0.0,0.5120327700972862,0.5120328
1689,31071,Garfield,NE,0.499251123,0.0,0.998502247,0.0,0.996512207274539,0.9965122
1690,31073,Gosper,NE,0.507614213,0.0,1.015228426,0.0,0.0410711352061771,0.0
1691,31075,Grant,NE,1.615508885,0.0,1.615508885,0.0,1.589825119236884,1.589825
1692,31077,Greeley,NE,0.805801773,0.0,0.805801773,0.0,1.2205044751830756,1.220505
1693,31079,Hall,NE,0.16262278,0.0487868,0.487868341,0.08131139,0.5730936006849504,0.1657138
1694,31081,Hamilton,NE,0.109469075,0.0,0.328407225,0.21893815,0.5733732845041246,0.221951
1695,31083,Harlan,NE,0.286368843,0.0,0.572737686,0.0,0.5865102639296187,0.5865102
1696,31085,Hayes,NE,1.071811361,0.0,0.0,0.0,1.0493179433368311,0.0
1697,31087,Hitchcock,NE,0.689417442,0.0,1.034126163,0.0,0.6927606511950121,0.6927606
1698,31089,Holt,NE,0.672882822,0.0,0.961261175,0.0,1.0019879440810568,0.8657176
1699,31091,Hooker,NE,1.373626374,0.0,1.373626374,0.0,1.375515818431912,1.375516
1700,31093,Howard,NE,0.314366551,0.0,0.628733103,0.0,0.6313131313131313,0.1578283
1701,31095,Jefferson,NE,0.272665303,0.136332652,0.408997955,0.136332652,0.7866861676195541,0.3988831
1702,31097,Johnson,NE,0.192864031,0.0,0.578592093,0.0,0.6971465629053178,0.1945525
1703,31099,Kearney,NE,0.45153522,0.0,0.30102348,0.0,0.6168080185042405,0.308404
1704,31101,Keith,NE,0.369412634,0.123137545,1.723925625,0.123137545,0.8211678832116788,0.3649635
1705,31103,Keya Paha,NE,1.234567901,0.0,1.234567901,0.0,1.243781094527363,1.243781
1706,31105,Kimball,NE,0.269323997,0.0,0.80797199,0.0,0.7269362939466032,0.2643405
1707,31107,Knox,NE,0.707380335,0.0,1.178967225,0.0,0.9331622535868423,0.816517
1708,31109,Lancaster,NE,0.165675376,0.019881,0.318096721,0.06627015,0.4439226058001343,0.1499623
1709,31111,Lincoln,NE,0.27921262,0.0279213,0.725952813,0.111685048,0.5840420325586121,0.2493144
1710,31113,Logan,NE,0.0,0.0,1.333333333,0.0,1.3071895424836601,0.0
1711,31115,Loup,NE,0.0,0.0,1.700680272,0.0,0.0,0.0
1712,31117,McPherson,NE,0.0,0.0,0.0,0.0,0.0,0.0
1713,31119,Madison,NE,0.227440723,0.0284301,0.454881447,0.113720362,0.6303940319526515,0.2283692
1714,31121,Merrick,NE,0.257532835,0.0,0.901364924,0.0,0.6212510711225365,0.1285347
1715,31123,Morrill,NE,0.617030029,0.0,0.617030029,0.0,1.022704029453876,0.6136224
1716,31125,Nance,NE,0.56022409,0.0,1.120448179,0.0,0.5383580080753702,0.538358
1717,31127,Nemaha,NE,0.557491289,0.0,0.696864111,0.139372822,0.8852856210977541,0.4193458
1718,31129,Nuckolls,NE,0.457770657,0.0,0.686655985,0.228885328,1.0703019378098244,0.4506534
1719,31131,Otoe,NE,0.253212635,0.063303159,0.696334747,0.0,0.8890582333142821,0.3175208
1720,31133,Pawnee,NE,0.370096225,0.0,0.370096225,0.0,0.7233273056057866,0.3616636
1721,31135,Perkins,NE,0.345901072,0.0,1.037703217,0.0,0.36961219151597857,0.3411805
1722,31137,Phelps,NE,0.326548384,0.0,0.435397845,0.0,0.7325013564839935,0.3255562
1723,31139,Pierce,NE,0.555401277,0.0,0.694251597,0.0,0.4186435947530003,0.4186436
1724,31141,Platte,NE,0.183677218,0.0306129,0.612257393,0.0306129,0.44878267698866825,0.2141917
1725,31143,Polk,NE,0.569151964,0.0,0.569151964,0.189717321,0.5639097744360902,0.3759398
1726,31145,Red Willow,NE,0.092021717,0.092021717,0.276065151,0.184043434,0.44798785117691725,0.2733485
1727,31147,Richardson,NE,0.246062992,0.0,0.492125984,0.0,0.6332931242460796,0.2412545
1728,31149,Rock,NE,0.693000693,0.0,0.693000693,0.0,0.7267441860465117,0.7267442
1729,31151,Saline,NE,0.280662363,0.070165591,0.280662363,0.140331182,0.681230106935953,0.2060864
1730,31153,Sarpy,NE,0.081304118,0.0232297,0.296179287,0.0406521,0.2441921460570505,0.0904415
1731,31155,Saunders,NE,0.334624026,0.0,0.764854917,0.143410297,0.48424018313083284,0.1440715
1732,31157,Scotts Bluff,NE,0.219388455,0.0274236,0.411353353,0.0548471,0.5906647909677886,0.2164268
1733,31159,Seward,NE,0.29154519,0.058309,0.408163265,0.174927114,0.4133451431945675,0.2361972
1734,31161,Sheridan,NE,1.140901312,0.0,0.760600875,0.0,2.0680579056213575,0.7520211
1735,31163,Sherman,NE,0.325309044,0.0,0.975927131,0.0,0.6435006435006435,0.965251
1736,31165,Sioux,NE,0.767459708,0.0,0.0,0.0,0.7604562737642586,0.0
1737,31167,Stanton,NE,0.164771791,0.0,0.329543582,0.0,0.3284611594678929,0.1642306
1738,31169,Thayer,NE,0.764818356,0.0,1.147227533,0.191204589,1.0550577847032854,0.5843397
1739,31171,Thomas,NE,1.455604076,0.0,1.455604076,0.0,1.4792899408284024,1.47929
1740,31173,Thurston,NE,0.14349261,0.0,0.717463051,0.0,1.0446343779677114,0.5698006
1741,31175,Valley,NE,0.713606089,0.0,0.713606089,0.237868696,0.9458500827618822,0.9458501
1742,31177,Washington,NE,0.098726429,0.0493632,0.444268931,0.0493632,0.35798933438672725,0.1481335
1743,31179,Wayne,NE,0.212066589,0.0,0.530166472,0.0,0.3663387063010257,0.2093364
1744,31181,Webster,NE,0.546746856,0.0,1.093493712,0.0,0.5369127516778524,0.2684564
1745,31183,Wheeler,NE,0.0,0.0,2.610966057,0.0,0.0,0.0
1746,31185,York,NE,0.215563699,0.071854566,0.502981965,0.071854566,0.43649061545176776,0.3637422
1747,32001,Churchill,NV,0.083371545,0.0416858,0.458543499,0.0416858,0.8547008547008548,0.1641026
1748,32003,Clark,NV,0.111128237,0.0125623,0.330485713,0.0473503,0.5475838585923308,0.0714729
1749,32005,Douglas,NV,0.10518344,0.0420734,0.378660384,0.084146752,0.4237949329020909,0.106392
1750,32007,Elko,NV,0.208467574,0.0189516,0.360080355,0.0189516,0.5336873893574924,0.1757263
1751,32009,Esmeralda,NV,1.216545012,0.0,0.0,0.0,1.2903225806451613,0.0
1752,32011,Eureka,NV,0.495540139,0.0,1.486620416,0.0,0.9162085623854741,0.0
1753,32013,Humboldt,NV,0.231494878,0.0578737,0.752358354,0.0,0.6012435476302206,0.1759737
1754,32015,Lander,NV,0.332834082,0.0,1.331336329,0.0,0.5750995904168771,0.3366437
1755,32017,Lincoln,NV,0.578703704,0.0,1.157407407,0.0,1.1100832562442182,0.5550416
1756,32019,Lyon,NV,0.077236479,0.0193091,0.521346232,0.0193091,0.579616965729538,0.0974146
1757,32021,Mineral,NV,0.222222222,0.0,1.111111111,0.0,1.0924851350383267,0.2149151
1758,32023,Nye,NV,0.165555083,0.0236507,0.591268152,0.0,0.7894389746215736,0.0931034
1759,32027,Pershing,NV,0.149298298,0.0,0.447894894,0.0,0.271645182002272,0.1481701
1760,32029,Storey,NV,0.0,0.0,0.255623722,0.255623722,0.5082592121982211,0.0
1761,32031,Washoe,NV,0.136339467,0.0204509,0.338576343,0.0568081,0.6642894138590895,0.0860649
1762,32033,White Pine,NV,0.298983456,0.0,0.697628065,0.0,0.3236407090221072,0.1991635
1763,32510,Carson City,NV,0.165070981,0.0366824,0.348483181,0.11004732,0.6853520065161628,0.1276487
1764,33001,Belknap,NH,0.165823729,0.0165824,0.630130172,0.116076611,0.9890540996016157,0.2154922
1765,33003,Carroll,NH,0.337559864,0.0,0.949387118,0.189877424,0.9477859300215136,0.2102298
1766,33005,Cheshire,NH,0.183932208,0.013138,0.604348683,0.013138,0.7243453782861208,0.1431341
1767,33007,Coos,NH,0.315925821,0.0315926,0.884592298,0.0,1.2099119308740447,0.3738784
1768,33009,Grafton,NH,0.312297843,0.0334605,0.691516652,0.10038145,0.9232160811533101,0.2691156
1769,33011,Hillsborough,NH,0.172761017,0.0123401,0.417094456,0.083912494,0.7137444302702092,0.1687672
1770,33013,Merrimack,NH,0.142691155,0.0271793,0.543585353,0.074742986,0.7216949098647916,0.1567174
1771,33015,Rockingham,NH,0.162995932,0.0232851,0.485661348,0.129731456,0.5610211984867818,0.1343093
1772,33017,Strafford,NH,0.175153658,0.0159231,0.493614853,0.0557307,0.6056016135053187,0.1289085
1773,33019,Sullivan,NH,0.139201448,0.0232002,0.580006032,0.0,0.6519787652257355,0.1392952
1774,34001,Atlantic,NJ,0.316123383,0.0109008,0.290688168,0.112641665,0.8928722711572308,0.0798774
1775,34003,Bergen,NJ,0.275286748,0.00428462,0.247436727,0.160673199,0.37962551838018715,0.0587667
1776,34005,Burlington,NJ,0.15787531,0.00667079,0.284620277,0.1089562,0.5245537692539483,0.0664693
1777,34007,Camden,NJ,0.305261057,0.0039136,0.264168222,0.103710487,0.8499841297350343,0.1499399
1778,34009,Cape May,NJ,0.419533479,0.0,0.335626783,0.471975164,0.8341640361078805,0.1557568
1779,34011,Cumberland,NJ,0.235086315,0.0127074,0.311330525,0.101658947,0.9812931098224374,0.1584435
1780,34013,Essex,NJ,0.480066556,0.0,0.175940623,0.11938828,0.8521169313888775,0.1294837
1781,34015,Gloucester,NJ,0.140917199,0.024059,0.343700486,0.12716918,0.6538069289721647,0.0656109
1782,34017,Hudson,NJ,0.402023568,0.0089671,0.258550473,0.133011515,1.1271619587246402,0.1149774
1783,34019,Hunterdon,NJ,0.206239539,0.0158646,0.190374959,0.12691664,0.27613800341073064,0.0550964
1784,34021,Mercer,NJ,0.349897857,0.00538304,0.228779368,0.113043923,0.6941748143964799,0.1357578
1785,34023,Middlesex,NJ,0.265455933,0.0107617,0.300132608,0.104030028,0.47628246952460446,0.0923405
1786,34025,Monmouth,NJ,0.25743748,0.0143021,0.306700208,0.141431702,0.47215478414873363,0.0810316
1787,34027,Morris,NJ,0.210114723,0.0100055,0.202110352,0.10005463,0.30739686893614915,0.056225
1788,34029,Ocean,NJ,0.177383289,0.008528,0.279719803,0.146682336,0.533475746665059,0.0861371
1789,34031,Passaic,NJ,0.481472165,0.00589558,0.200449636,0.151319823,1.068832834544677,0.1610706
1790,34033,Salem,NJ,0.216333153,0.0,0.339952098,0.200880785,0.7741154052766545,0.1216286
1791,34035,Somerset,NJ,0.222510885,0.0090207,0.204469462,0.114262346,0.39644153669792415,0.0610301
1792,34037,Sussex,NJ,0.213927361,0.0,0.331242366,0.0552071,0.35776780021974736,0.061041
1793,34039,Union,NJ,0.294788394,0.00542555,0.247766933,0.126596243,0.6656237284978259,0.0937541
1794,34041,Warren,NJ,0.261885388,0.0187061,0.355415883,0.102883545,0.482259357999003,0.0836019
1795,35001,Bernalillo,NM,0.111020485,0.0222041,0.328620637,0.0577307,0.5428434254942139,0.0801829
1796,35003,Catron,NM,0.562429696,0.0,1.406074241,0.0,2.4603608529250955,0.0
1797,35005,Chaves,NM,0.106257021,0.0303591,0.500925954,0.075897872,0.847470509546394,0.1216101
1798,35006,Cibola,NM,0.109693225,0.0365644,0.548466123,0.0,0.7896148874417698,0.1463379
1799,35007,Colfax,NM,0.23659306,0.0,1.025236593,0.0,0.680632231717462,0.3025032
1800,35009,Curry,NM,0.078479076,0.0196198,0.431634915,0.0392395,0.8160118546998277,0.120149
1801,35011,De Baca,NM,0.547945205,0.0,1.095890411,0.0,1.5568240788790866,0.5189413
1802,35013,Doña Ana,NM,0.098279638,0.0140399,0.276118984,0.0327599,0.5825114442708698,0.1119168
1803,35015,Eddy,NM,0.106392411,0.0354641,0.638354464,0.088660342,0.7518820019968517,0.1286315
